key,source,target
TLStringTextTooltip/TEXT_TOOLTIP_HUD_PCINFO_DIAMOND_AGS_JP_DESC,"Total Lucent (Available Lucent)

Total Lucent
The sum of Available Lucent and Pending Lucent. Can be used immediately within the in-game store.

Available Lucent
The amount of Lucent immediately available for use in the Auction House.

Pending Lucent
The amount of Lucent subject up to a 3-day holding period for usage within the Auction House.
{0}",
TLStringTextTooltip/TEXT_TOOLTIP_HUD_PCINFO_DIAMOND_LIMIT_AGS_JP_DESC,"Total Lucent (Available Lucent)

Total Lucent
The sum of Available Lucent and Pending Lucent. Can be used immediately within the in-game store.

Available Lucent
The amount of Lucent immediately available for use in the Auction House.

Pending Lucent
The amount of Lucent subject up to a 3-day holding period for usage within the Auction House.

^<imgf=IMG_BMCoin_Gold>{0}
{1}",
TLStringTextTooltip/TEXT_STRING_TOOLTIP_SERVER_STATE_DESC_PLAYSTATION_DESC,"PlayStation™Network Only Server
^<imgf=IMG_Help_Dot_Markup_01> Only available to PlayStation™Network users.
^<imgf=IMG_Help_Dot_Markup_01> Crossplay disabled.",
TLStringTextTooltip/TEXT_TOOLTIP_HUD_PCINFO_DIAMOND_JP_DESC,"A paid currency used at the Shop and the Auction House.

 {0}",
TLStringTextTooltip/TEXT_TOOLTIP_HUD_PCINFO_DIAMOND_LIMIT_JP_DESC,"A paid currency used at the Shop and the Auction House.

^<c=@UI_TXT_Normal>Acquired from:^</c>
^<c=@Notification_Highlight>Special Shop^</c>
^<c=@Notification_Highlight>Auction House^</c>

^<imgf=IMG_BMCoin_Gold>{0}
{1}",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_APPLIED_DESC,"Lv. {0} Leveling Pass is active. You can obtain Character Growth Rewards for Lv. 
{1} - {2}.",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUY_DESC,"Lv. {1}, the Lv. {0} Leveling Pass must be purchased. You can obtain Character Growth Rewards for Lv. {1}-{2}.",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUY_UNDERLEVEL_DESC,"After achieving Lv. {1}, the Lv. {0} Leveling Pass must be purchased. You can obtain Character Growth Rewards for Lv. {1} - {2}.",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_INDICATOR_TITLE,Select Leveling Log {0},
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_INDICATOR_DESC,"Select Leveling Log {0}.
Leveling Log {0} covers Levels {1}-{2}.",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_PREV_TITLE,Select Previous Leveling Log,
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_PREV_DESC,"Select the previous Leveling Log section.
Once the first Pass is selected, the selected Pass can no longer be changed.",
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_NEXT_TITLE,Select Next Leveling Log,
TLStringTextTooltip/TEXT_TOOLTIP_GROWTHPASS_BUTTON_NEXT_DESC,"Select the next Leveling Log section.
Once the last Pass is selected, the selected Pass can no longer be changed.",
TLStringTextTooltip/TEXT_TOOLTIP_GUILD_OCCUPATION_DECLARED_CHOICE_1_DESC,Declare Candidate 1,
TLStringTextTooltip/TEXT_TOOLTIP_GUILD_OCCUPATION_DECLARED_CHOICE_2_DESC,Declare Candidate 2,
TLStringTextTooltip/TEXT_TOOLTIP_GUILD_OCCUPATION_DECLARED_CHOICE_3_DESC,Declare Candidate 3,
TLStringTextTooltip/TEXT_TOOLTIP_GUILD_OCCUPATION_DECLARED_WAITING_DESC,Declaration Pending,
TLStringTextTooltip/TEXT_TOOLTIP_GUILD_OCCUPATION_MATCHING_WAITING_DESC,Public Matchmaking,
TLStringTextTooltip/TEXT_RES_TOOLTIP_REPORT_POPUP_SCREENSHOT_UPLOAD_BTN,Open,
TLStringTextTooltip/TEXT_TOOLTIP_EVENTBOARD_DESC,Solisium Notice Board,
TLStringTextTooltip/TEXT_TOOLTIP_EXPEDITION_CATEGORY_BENEFIT,"If the Expedition region and the Amitoi have the same attributes, you will acquire 1 more reward.
Pouches not included.",
TLStringTextTooltip/TEXT_TOOLTIP_EVENT_MODE_WEEK_LIMIT,Maximum rewards that can be obtained weekly.,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_CATEGORY_ALL,All Fish,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_CATEGORY_FRESHWATER,"Fish that live in freshwater, swamps, and lava",
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_CATEGORY_SEA,Fish that live in the ocean,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_REGION_ACHIEVEMENTREWARD_TITLE,Finding All Habitats Achievement Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_ACHIEVEMENTREWARD_TITLE,Finding All Habitats Achievement Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_REGION_ACHIEVEMENTREWARD_MESSAGE,Earn rewards based on the Finding Habitats achievement status.,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_ACHIEVEMENTREWARD_MESSAGE,"^<c=@Notification_Highlight>Finding Habitats Achievement^</c>
- 1 pt for finding every fish habitat

^<c=@Notification_Highlight>Finding All Habitats Achievement Rewards^</c>
- Rewards are given when reaching each points milestone",
TLStringTextTooltip/TEXT_TOOLTIP_INVENTORY_FISHBOOK,"Fisher's Guide to Solisium",
TLStringTextTooltip/TEXT_TOOLTIP_FISH_COLLECTION_CONTEXT_MESSAGE,"Fisher's Guide to Solisium",
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_FISH_SCORE_TITLE,The Point System,
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_FISH_SCORE_MESSAGE,"^<c=@Notification_Highlight>First Catch Points^</c>
- The first person who catches the contest-designated fish is granted points

^<c=@Notification_Highlight>Catching the Smallest Points^</c>
- Catching the smallest contest-designated fish grants points
- No points are given if a fish is bigger than the listed size

^<c=@Notification_Highlight>Catching the Biggest Points^</c>
- Catching the biggest contest-designated fish grants points
- No points are given if a fish is smaller than the listed size",
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_MYPC_SCORE_TITLE,Fishing Contest Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_REWARD_BTN_TITLE,Fishing Contest Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_MYPC_SCORE_MESSAGE,"^<c=@Notification_Highlight>Ranking Rewards^</c>
- Rewards given based on your total score
- If the score is a tie, whoever achieved the score first will rank higher.

^<c=@Notification_Highlight>Performance Reward^</c>
- Rewards given when the minimum score is achieved
- Participants who do not reach the minimum score will not receive this award.",
TLStringTextTooltip/TEXT_TOOLTIP_FISHRALLY_REWARD_BTN_MESSAGE,View Fishing Contest ranking and performance rewards.,
TLStringTextTooltip/TEXT_TOOLTIP_TIME_LIMIT_DUNGEON_CHARGE_RULE_DESC,"When the auto-charge cycle is reached, your Nebula Island play time will be charged to the maximum auto-charge limit. The auto-charged time will be consumed before using item-charged time. Time cannot be charged any further if already maxed out by items.",
TLStringTextTooltip/TEXT_TOOLTIP_TIME_LIMIT_DUNGEON_CHARGE_ALTERNATIVE_ITEM_TITLE,Alternative Item,
TLStringTextTooltip/TEXT_TOOLTIP_TIME_LIMIT_DUNGEON_CHARGE_ALTERNATIVE_ITEM_DESC,A list of items that can add time to the timer.,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_CONTEXT_MENU_TITLE,Admin Roles and Abilities,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_CONTEXT_MENU_DESC,"^<imgf=IMG_CustomGame_RoomManager> ^<c=@UI_TXT_Normal>Host^</c>
Move to My Team: Move the selected characters to the team.
Move to Spectator: Move the selected characters to the spectator zone.
Appoint Host: Appoint the selected character as the host.
Appoint Team Leader: Appoint the selected character as the team leader.
Appoint Team Protector: Appoint the selected character as the team protector.
Kick: Kick the selected character from the team.
The host can move every team members and spectators, change the game settings, and start the game. However, they are not able to occupy Holdstones.


^<imgf=IMG_CustomGame_TeamManager> ^<c=@UI_TXT_Normal>Team Leader^</c>
Move to My Team: Move the selected characters to their teams.
Move to Spectator: Move the selected characters to the spectator zone.
Appoint Team Leader: Appoint the selected character as the team leader.

They can only move their own team members and spectators, and can occupy Holdstones.
Appointed as Vanguard Party Leader when participating in Battlegrounds.

^<imgf=IMG_CustomGame_TeamGuardian> ^<c=@UI_TXT_Normal>Team Protector^</c>
Can occupy Holdstones during Guild Battles.
 Appointed as Vanguard Party Leader when participating in Battlegrounds.",
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAMADD_TITLE,Add Teammate,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAMADD_DESC,Add the selected character to the team.,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_RESET_TITLE,Reset Team,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_RESET_DESC,Move every team member to the spectator zone.,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_SETTING_COMBAT_ALLOW_DESC,"^<imgf=IMG_CustomGame_WatcherMode>^<c=@UI_TXT_Normal>On^</c>
Host and the Team Leader cannot add you to a team.
If you turn this on while in a team, you will be removed from the team immediately.

^<imgf=IMG_CustomGame_WatcherMode>^<c=@UI_TXT_Normal>Off^</c>
Host and the Team Leader can add you to a team.",
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_MAXSIZE_TITLE,Maximum size reached,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_MAXSIZE_MESSAGE,Caught the maximum size of the fish and acquired a badge.,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_MINSIZE_TITLE,Minimum size reached,
TLStringTextTooltip/TEXT_TOOLTIP_FISHBOOK_MINSIZE_MESSAGE,Caught the minimum size of the fish and acquired a badge.,
TLStringTextTooltip/TEXT_TOOLTIP_WORLDMAP_ICON_FISHINGSPOT_TITLE,A Famous Fishing Location appeared,
TLStringTextTooltip/TEXT_TOOLTIP_WORLDMAP_ICON_FISHINGSPOT_MESSAGE,Time Remaining: {0},
TLStringTextTooltip/TEXT_TOOLTIP_DYNAMICEVENT_REWARD_SECURE_DESC,"You can receive this week's rewards {0} more time(s).

Received Intermediate Ranking Rewards, as you have enough Reward Count. Once the event ends and the rewards are given, Reward Count is reduced by 1.",
TLStringTextTooltip/TEXT_TOOLTIP_DYNAMICEVENT_REWARD_NO_COUNT_DESC,Exhausted all rewards. You can no longer receive a reward.,
TLStringTextTooltip/TEXT_TOOLTIP_DYNAMICEVENT_REWARD_COUNT_DESC,"You can receive this week's rewards {0} more time(s).

Reward Count is reduced by 1 whenever you receive a reward in a Dynamic Event, and once it reaches 0, you can no longer receive rewards for that week.",
TLStringTextTooltip/TEXT_TOOLTIP_DYNAMICEVENT_REWARD_COUNT_TITLE,Reward Count:,
TLStringTextTooltip/TEXT_TOOLTIP_DYNAMICEVENT_REWARD_NO_SECURE_DESC,Exhausted all rewards. You cannot receive intermediate ranking reward.,
TLStringTextTooltip/TEXT_TOOLTIP_CONTETNSOPEN_CO_BATTLEFILED_DESCRIPTION,Can be used after Lv. 55.,
TLStringTextTooltip/TEXT_TOOLTIP_CONTETNSOPEN_CO_BATTLEFIELD_TITLE,Lawless Zone,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_PRESET_TITLE,Combat Settings Preset,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_PRESET_MESSAGE,A preset that allows you to apply various combat-related options at once.,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_PRESETNAME_MODIFY,Edit Preset Name,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_PRESETNAME_REVERT,Restore Preset Name,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_PRESETNAME_FIX,Set Preset Name,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_EQUIPSTAT,Character Info Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_SKILL,Skill Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_LEVELOFWEAPON,Skill Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_WARDEN,Guardian Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_ASTRALVISION,Astral Vision Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_APPLYNAMEPLATERULE,Settings Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_TABTARGETOPTION,Settings Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_AUTOTARGETOPTION,Settings Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_VIEWDISTANCEQUALITY,Settings Shortcut,
TLStringTextTooltip/TEXT_RES_TOTALSETTING_OPTION_NUMBEROFCHARACTERSQUALITY,Settings Shortcut,
TLStringTextTooltip/TEXT_RES_MAPWEATHER_INFO_SHOW_TITLE,Open,
TLStringTextTooltip/TEXT_RES_MAPWEATHER_INFO_SHOW_MESSAGE,"Shows other dominions' weather information.",
TLStringTextTooltip/TEXT_RES_MAPWEATHER_INFO_HIDE_TITLE,Close,
TLStringTextTooltip/TEXT_RES_MAPWEATHER_INFO_HIDE_MESSAGE,"Hides other dominions' weather information.",
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_TOOLTIP_TITLE,Solisium Sage,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_TOOLTIP_DESCRIPTION,"Become a Solisium Sage and share your knowledge with Sprouts. You receive the Sage Mark and title, and nearby Sprouts can view Sages' locations. A Sage can enter the chat only for Sprouts and help them.

^<c=@Weight_Normal>How to become a Sage:^</c>
You have to meet all the requirements below to become a Sage.",
TLStringTextTooltip/TEXT_TOOLTIP_NAMECARD_SAGE_LIKES_TITLE,Like,
TLStringTextTooltip/TEXT_TOOLTIP_NAMECARD_SAGE_LIKES_DESCRIPTION,Likes from Sprouts in the last 30 days,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_TOOLTIP_TITLE,Solisium Sprout,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_TOOLTIP_DESCRIPTION,"When you become a Sprout, you can join the Sprouts-only chat and receive advice from players who are Sages. You receive the Sprout Mark and title, and nearby Sages can view Sprouts' locations. 

^<c=@Weight_Normal>Graduating from Sprout status:^</c>
Once you meet all the requirements below, your Sprout status will be terminated, and you will become eligible to apply for the Sage title.",
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_LEVEL,Reach Lv. 55,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_CONDITION_LEVEL,Reach Lv. 55,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_CONDITION_PARTYDUNGEON,Acquire 1-Star or Higher Dimensional Circle Completion Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_PARTYDUNGEON,Acquire 1-Star or Higher Dimensional Circle Completion Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_CONDITION_CODEX,Complete Adventure Codex Chapter 14,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_CODEX,Complete Adventure Codex Chapter 14,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_CODEXGROUP,Region Exploration Complete,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_EVENT,Acquire Dynamic Event Participation Rewards,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_CONDITION_EVENT,Claim Dynamic Event Participation Reward,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_CONDITION_FIELDBOSS,Defeat Field Boss,
TLStringTextTooltip/TEXT_TOOLTIP_SAGE_NOVICE_CONDITION_FIELDBOSS,Defeat Field Boss,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_LEADER_DESC,"A Team Leader must be appointed to start the game.

^<imgf=IMG_CustomGame_TeamManager> ^<c=@UI_TXT_Normal>Team Leader^</c>
Can manage team members.
Can appoint and change the Team Protector.
Can occupy Holdstones during Guild Battles.
Appointed as Vanguard Captain when participating in Battlegrounds.",
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_LEADER_TITLE,Appointment Status of Team Leader,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_GUARDIAN_TITLE,Appointment Status of Team Protector,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_TEAM_GUARDIAN_DESC,"Assigning Team Protectors is optional, but more Team Protectors provide an advantage.

^<imgf=IMG_CustomGame_TeamGuardian> ^<c=@UI_TXT_Normal>Team Protector^</c>
Can occupy Holdstones during Guild Battles.
Appointed as Vanguard Party Leader when participating in Battlegrounds.",
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_SETTING_CHANGE_TITLE,Change Game Settings,
TLStringTextTooltip/TEXT_TOOLTIP_CUSTOMGAME_GAMEROOM_SETTING_CHANGE_DESC,Changes the game settings.,
TLStringTextTooltip/TEXT_MEMORIAL_HELP_RANKING_CHARACTER_DESC,"Ranking is based on the Verified Growth Ranking.
The ranking is verified at a designated time each day.",
TLStringTextTooltip/TEXT_MEMORIAL_HELP_RANKING_GUILD_DESC,"Ranking is based on the Verified Guild Ranking.
The ranking is verified at a designated time each day.",
TLStringTextTooltip/TEXT_TOOLTIP_HUD_MAINMENU_RANKING_DESC,Rank ^[Action.ToggleRanking],
TLStringTextTooltip/TEXT_TOOLTIP_PVPBOOK_BUTTON_RANKING_LEVEL_DESC,Reach Lv. 10 to use.,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_ACTIVITY_TITLE,Activity Points,
TLStringTextTooltip/TEXT_TOOLTIP_REWARD_RANKING_ACTIVITY_TITLE,Activity Points,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_ACTIVITY_DESC,"Points used to calculate Activity Ranking.

^<c=@Notification_Highlight>How to Acquire Activity Points^</c>
- Complete Contracts
- Complete Guild Contracts
- Participate in Dynamic Events
- Participate in Archboss events
- Defeat Field Bosses
- Open Mystic Portals or Mystic Globes
- Claim rewards for defeating Dimensional Circles",
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_GUILD_TITLE,Guild Activity Points,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_GUILD_DESC,"Points to calculate Guild Ranking.
Guild Ranking is determined by adding up the acquired ^<imgf=GuildRankPoint> Guild Activity Points and ^<imgf=ActiveRankPoint> Guild Member's Activity Points.

^<c=@UI_TXT_Normal>Acquired from:^</c>
^<c=@Notification_Highlight>Guild Donations^</c>
^<c=@Notification_Highlight>Occupying Boonstones/Riftstones^</c>
^<c=@Notification_Highlight>Occupying Castles^</c>
^<c=@Notification_Highlight>Guild Raids^</c>",
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_TITLE,Growth Ranking Calculation Method,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_DESC,"^<c=@Notification_Highlight>Growth Ranking^</c>
- Level Ranking in Server

^<c=@Notification_Highlight>Current Ranking^</c>
- Ranking guaranteed at specified time every day

^<c=@Notification_Highlight>Real-Time Ranking^</c>
- Can check the current ranking",
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_ACTIVITY_TITLE,Activity Ranking Calculation Method,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_ACTIVITY_DESC,"^<c=@Notification_Highlight>Activity Ranking^</c>
- ^<imgf=ActiveRankPoint> Activity Point Ranking in Server

^<c=@Notification_Highlight>Current Ranking^</c>
- Ranking guaranteed and benefits paid at specified time every day
- Paid Benefits are applied for one day

^<c=@Notification_Highlight>Real-Time Ranking^</c>
- Can check the current ranking
- Calculated by adding some of the current ranking points to cumulative points today

^<c=@Notification_Highlight>How to Acquire the Activity Points^</c>
- Complete Contracts
- Complete Guild Contracts
- Participate in Dynamic Events
- Participate in Archboss events
- Defeat Field Bosses
- Open Mystic Portals or Mystic Globes
- Claim rewards for defeating Dimensional Circles",
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_GUILD_TITLE,Guild Ranking Calculation Method,
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_GUILD_DESC,"^<c=@Notification_Highlight>Guild Ranking^</c>
- Guild Point Ranking in Server
- Guild Point: ^<imgf=GuildRankPoint> Guild Activity Points + ^<imgf=ActiveRankPoint> Guild Member's Activity Points

^<c=@Notification_Highlight>Current Ranking^</c>
- Ranking guaranteed and benefits paid at specified time every day
- Paid Benefits apply for one day

^<c=@Notification_Highlight>Real-Time Ranking^</c>
- Check the current rankings

^<c=@Notification_Highlight>How to Acquire Guild Activity Points^</c>
- Guild Donations
- Occupying Boonstones/Riftstones
- Occupying Castles
- Defeating Guild Raid Bosses",
TLStringTextTooltip/TEXT_TOOLTIP_RANKING_HELP_PVP_TITLE,Kill Ranking Calculation Method,
